id,day,countryname,deaths,cumulativedeaths,confirmed,cumulativeconfirmed,forecastid,Day_num,Day2,Month,Year
1.0,2020-02-25,0,0.0,0.0,1.0,1.0,,47,25,2,2020
2.0,2020-02-26,0,0.0,0.0,0.0,1.0,,48,26,2,2020
3.0,2020-02-27,0,0.0,0.0,0.0,1.0,,49,27,2,2020
4.0,2020-02-28,0,0.0,0.0,0.0,1.0,,50,28,2,2020
5.0,2020-02-29,0,0.0,0.0,0.0,1.0,,51,29,2,2020
6.0,2020-03-01,0,0.0,0.0,0.0,1.0,,52,1,3,2020
7.0,2020-03-02,0,0.0,0.0,0.0,1.0,,53,2,3,2020
8.0,2020-03-03,0,0.0,0.0,0.0,1.0,,54,3,3,2020
9.0,2020-03-04,0,0.0,0.0,0.0,1.0,,55,4,3,2020
10.0,2020-03-05,0,0.0,0.0,0.0,1.0,,56,5,3,2020
11.0,2020-03-06,0,0.0,0.0,0.0,1.0,,57,6,3,2020
12.0,2020-03-07,0,0.0,0.0,0.0,1.0,,58,7,3,2020
13.0,2020-03-08,0,0.0,0.0,3.0,4.0,,59,8,3,2020
14.0,2020-03-09,0,0.0,0.0,0.0,4.0,,60,9,3,2020
15.0,2020-03-10,0,0.0,0.0,0.0,4.0,,61,10,3,2020
16.0,2020-03-11,0,0.0,0.0,0.0,4.0,,62,11,3,2020
17.0,2020-03-12,0,0.0,0.0,3.0,7.0,,63,12,3,2020
18.0,2020-03-13,0,0.0,0.0,0.0,7.0,,64,13,3,2020
19.0,2020-03-14,0,0.0,0.0,0.0,7.0,,65,14,3,2020
20.0,2020-03-15,0,0.0,0.0,3.0,10.0,,66,15,3,2020
21.0,2020-03-16,0,0.0,0.0,6.0,16.0,,67,16,3,2020
22.0,2020-03-17,0,0.0,0.0,5.0,21.0,,68,17,3,2020
23.0,2020-03-18,0,0.0,0.0,1.0,22.0,,69,18,3,2020
24.0,2020-03-19,0,0.0,0.0,0.0,22.0,,70,19,3,2020
25.0,2020-03-20,0,0.0,0.0,0.0,22.0,,71,20,3,2020
26.0,2020-03-21,0,0.0,0.0,2.0,24.0,,72,21,3,2020
27.0,2020-03-22,0,0.0,0.0,0.0,24.0,,73,22,3,2020
28.0,2020-03-23,0,1.0,1.0,16.0,40.0,,74,23,3,2020
29.0,2020-03-24,0,0.0,1.0,2.0,42.0,,75,24,3,2020
30.0,2020-03-25,0,0.0,1.0,32.0,74.0,,76,25,3,2020
31.0,2020-03-26,0,1.0,2.0,6.0,80.0,,77,26,3,2020
32.0,2020-03-27,0,0.0,2.0,0.0,80.0,,78,27,3,2020
33.0,2020-03-28,0,0.0,2.0,26.0,106.0,,79,28,3,2020
34.0,2020-03-29,0,2.0,4.0,8.0,114.0,,80,29,3,2020
35.0,2020-03-30,0,0.0,4.0,0.0,114.0,,81,30,3,2020
36.0,2020-03-31,0,0.0,4.0,52.0,166.0,,82,31,3,2020
37.0,2020-04-01,0,0.0,4.0,26.0,192.0,,83,1,4,2020
38.0,2020-04-02,0,0.0,4.0,43.0,235.0,,84,2,4,2020
39.0,2020-04-03,0,1.0,5.0,34.0,269.0,,85,3,4,2020
40.0,2020-04-04,0,0.0,5.0,1.0,270.0,,86,4,4,2020
41.0,2020-04-05,0,2.0,7.0,29.0,299.0,,87,5,4,2020
42.0,2020-04-06,0,0.0,7.0,38.0,337.0,,88,6,4,2020
43.0,2020-04-07,0,0.0,7.0,0.0,337.0,,89,7,4,2020
44.0,2020-03-09,1,0.0,0.0,2.0,2.0,,60,9,3,2020
45.0,2020-03-10,1,0.0,0.0,0.0,2.0,,61,10,3,2020
46.0,2020-03-11,1,0.0,0.0,8.0,10.0,,62,11,3,2020
47.0,2020-03-12,1,0.0,0.0,0.0,10.0,,63,12,3,2020
48.0,2020-03-13,1,0.0,0.0,13.0,23.0,,64,13,3,2020
49.0,2020-03-14,1,1.0,1.0,10.0,33.0,,65,14,3,2020
50.0,2020-03-15,1,0.0,1.0,5.0,38.0,,66,15,3,2020
51.0,2020-03-16,1,0.0,1.0,4.0,42.0,,67,16,3,2020
52.0,2020-03-17,1,0.0,1.0,9.0,51.0,,68,17,3,2020
53.0,2020-03-18,1,0.0,1.0,4.0,55.0,,69,18,3,2020
54.0,2020-03-19,1,1.0,2.0,4.0,59.0,,70,19,3,2020
55.0,2020-03-20,1,0.0,2.0,11.0,70.0,,71,20,3,2020
56.0,2020-03-21,1,0.0,2.0,0.0,70.0,,72,21,3,2020
57.0,2020-03-22,1,0.0,2.0,6.0,76.0,,73,22,3,2020
58.0,2020-03-23,1,0.0,2.0,13.0,89.0,,74,23,3,2020
59.0,2020-03-24,1,2.0,4.0,34.0,123.0,,75,24,3,2020
60.0,2020-03-25,1,1.0,5.0,23.0,146.0,,76,25,3,2020
61.0,2020-03-26,1,0.0,5.0,28.0,174.0,,77,26,3,2020
62.0,2020-03-27,1,3.0,8.0,12.0,186.0,,78,27,3,2020
63.0,2020-03-28,1,1.0,9.0,11.0,197.0,,79,28,3,2020
64.0,2020-03-29,1,1.0,10.0,15.0,212.0,,80,29,3,2020
65.0,2020-03-30,1,0.0,10.0,11.0,223.0,,81,30,3,2020
66.0,2020-03-31,1,1.0,11.0,0.0,223.0,,82,31,3,2020
67.0,2020-04-01,1,2.0,13.0,20.0,243.0,,83,1,4,2020
68.0,2020-04-02,1,2.0,15.0,34.0,277.0,,84,2,4,2020
69.0,2020-04-03,1,1.0,16.0,0.0,277.0,,85,3,4,2020
70.0,2020-04-04,1,1.0,17.0,56.0,333.0,,86,4,4,2020
71.0,2020-04-05,1,1.0,18.0,0.0,333.0,,87,5,4,2020
72.0,2020-04-06,1,3.0,21.0,44.0,377.0,,88,6,4,2020
73.0,2020-04-07,1,0.0,21.0,0.0,377.0,,89,7,4,2020
74.0,2020-02-26,2,0.0,0.0,1.0,1.0,,48,26,2,2020
75.0,2020-02-27,2,0.0,0.0,0.0,1.0,,49,27,2,2020
76.0,2020-02-28,2,0.0,0.0,0.0,1.0,,50,28,2,2020
77.0,2020-02-29,2,0.0,0.0,0.0,1.0,,51,29,2,2020
78.0,2020-03-01,2,0.0,0.0,0.0,1.0,,52,1,3,2020
79.0,2020-03-02,2,0.0,0.0,0.0,1.0,,53,2,3,2020
80.0,2020-03-03,2,0.0,0.0,4.0,5.0,,54,3,3,2020
81.0,2020-03-04,2,0.0,0.0,0.0,5.0,,55,4,3,2020
82.0,2020-03-05,2,0.0,0.0,7.0,12.0,,56,5,3,2020
83.0,2020-03-06,2,0.0,0.0,0.0,12.0,,57,6,3,2020
84.0,2020-03-07,2,0.0,0.0,5.0,17.0,,58,7,3,2020
85.0,2020-03-08,2,0.0,0.0,0.0,17.0,,59,8,3,2020
86.0,2020-03-09,2,0.0,0.0,3.0,20.0,,60,9,3,2020
87.0,2020-03-10,2,0.0,0.0,0.0,20.0,,61,10,3,2020
88.0,2020-03-11,2,0.0,0.0,0.0,20.0,,62,11,3,2020
89.0,2020-03-12,2,1.0,1.0,5.0,25.0,,63,12,3,2020
90.0,2020-03-13,2,0.0,1.0,0.0,25.0,,64,13,3,2020
91.0,2020-03-14,2,1.0,2.0,1.0,26.0,,65,14,3,2020
92.0,2020-03-15,2,1.0,3.0,11.0,37.0,,66,15,3,2020
93.0,2020-03-16,2,0.0,3.0,12.0,49.0,,67,16,3,2020
94.0,2020-03-17,2,1.0,4.0,11.0,60.0,,68,17,3,2020
95.0,2020-03-18,2,0.0,4.0,0.0,60.0,,69,18,3,2020
96.0,2020-03-19,2,2.0,6.0,12.0,72.0,,70,19,3,2020
97.0,2020-03-20,2,1.0,7.0,10.0,82.0,,71,20,3,2020
98.0,2020-03-21,2,3.0,10.0,12.0,94.0,,72,21,3,2020
99.0,2020-03-22,2,5.0,15.0,0.0,94.0,,73,22,3,2020
100.0,2020-03-23,2,2.0,17.0,107.0,201.0,,74,23,3,2020
101.0,2020-03-24,2,0.0,17.0,30.0,231.0,,75,24,3,2020
102.0,2020-03-25,2,0.0,17.0,33.0,264.0,,76,25,3,2020
103.0,2020-03-26,2,0.0,17.0,0.0,264.0,,77,26,3,2020
104.0,2020-03-27,2,4.0,21.0,41.0,305.0,,78,27,3,2020
105.0,2020-03-28,2,4.0,25.0,62.0,367.0,,79,28,3,2020
106.0,2020-03-29,2,1.0,26.0,42.0,409.0,,80,29,3,2020
107.0,2020-03-30,2,3.0,29.0,45.0,454.0,,81,30,3,2020
108.0,2020-03-31,2,2.0,31.0,57.0,511.0,,82,31,3,2020
109.0,2020-04-01,2,4.0,35.0,73.0,584.0,,83,1,4,2020
110.0,2020-04-02,2,23.0,58.0,263.0,847.0,,84,2,4,2020
111.0,2020-04-03,2,25.0,83.0,139.0,986.0,,85,3,4,2020
112.0,2020-04-04,2,0.0,83.0,0.0,986.0,,86,4,4,2020
113.0,2020-04-05,2,47.0,130.0,265.0,1251.0,,87,5,4,2020
114.0,2020-04-06,2,0.0,130.0,0.0,1251.0,,88,6,4,2020
115.0,2020-04-07,2,0.0,130.0,0.0,1251.0,,89,7,4,2020
116.0,2020-03-03,3,0.0,0.0,1.0,1.0,,54,3,3,2020
117.0,2020-03-04,3,0.0,0.0,0.0,1.0,,55,4,3,2020
118.0,2020-03-05,3,0.0,0.0,0.0,1.0,,56,5,3,2020
119.0,2020-03-06,3,0.0,0.0,0.0,1.0,,57,6,3,2020
120.0,2020-03-07,3,0.0,0.0,0.0,1.0,,58,7,3,2020
121.0,2020-03-08,3,0.0,0.0,0.0,1.0,,59,8,3,2020
122.0,2020-03-09,3,0.0,0.0,0.0,1.0,,60,9,3,2020
123.0,2020-03-10,3,0.0,0.0,0.0,1.0,,61,10,3,2020
124.0,2020-03-11,3,0.0,0.0,0.0,1.0,,62,11,3,2020
125.0,2020-03-12,3,0.0,0.0,0.0,1.0,,63,12,3,2020
126.0,2020-03-13,3,0.0,0.0,0.0,1.0,,64,13,3,2020
127.0,2020-03-14,3,0.0,0.0,1.0,2.0,,65,14,3,2020
128.0,2020-03-15,3,0.0,0.0,0.0,2.0,,66,15,3,2020
129.0,2020-03-16,3,0.0,0.0,0.0,2.0,,67,16,3,2020
130.0,2020-03-17,3,0.0,0.0,12.0,14.0,,68,17,3,2020
131.0,2020-03-18,3,0.0,0.0,2.0,16.0,,69,18,3,2020
132.0,2020-03-19,3,0.0,0.0,23.0,39.0,,70,19,3,2020
133.0,2020-03-20,3,0.0,0.0,36.0,75.0,,71,20,3,2020
134.0,2020-03-21,3,0.0,0.0,0.0,75.0,,72,21,3,2020
135.0,2020-03-22,3,0.0,0.0,13.0,88.0,,73,22,3,2020
136.0,2020-03-23,3,0.0,0.0,25.0,113.0,,74,23,3,2020
137.0,2020-03-24,3,1.0,1.0,51.0,164.0,,75,24,3,2020
138.0,2020-03-25,3,0.0,1.0,24.0,188.0,,76,25,3,2020
139.0,2020-03-26,3,2.0,3.0,25.0,213.0,,77,26,3,2020
140.0,2020-03-27,3,0.0,3.0,18.0,231.0,,78,27,3,2020
141.0,2020-03-28,3,0.0,3.0,58.0,289.0,,79,28,3,2020
142.0,2020-03-29,3,1.0,4.0,32.0,321.0,,80,29,3,2020
143.0,2020-03-30,3,2.0,6.0,20.0,341.0,,81,30,3,2020
144.0,2020-03-31,3,2.0,8.0,29.0,370.0,,82,31,3,2020
145.0,2020-04-01,3,4.0,12.0,6.0,376.0,,83,1,4,2020
146.0,2020-04-02,3,1.0,13.0,20.0,396.0,,84,2,4,2020
147.0,2020-04-03,3,2.0,15.0,33.0,429.0,,85,3,4,2020
148.0,2020-04-04,3,1.0,16.0,13.0,442.0,,86,4,4,2020
149.0,2020-04-05,3,1.0,17.0,24.0,466.0,,87,5,4,2020
150.0,2020-04-06,3,0.0,17.0,57.0,523.0,,88,6,4,2020
151.0,2020-04-07,3,0.0,17.0,0.0,523.0,,89,7,4,2020
152.0,2020-03-22,4,0.0,0.0,2.0,2.0,,73,22,3,2020
153.0,2020-03-23,4,0.0,0.0,0.0,2.0,,74,23,3,2020
154.0,2020-03-24,4,0.0,0.0,0.0,2.0,,75,24,3,2020
155.0,2020-03-25,4,0.0,0.0,0.0,2.0,,76,25,3,2020
156.0,2020-03-26,4,0.0,0.0,0.0,2.0,,77,26,3,2020
157.0,2020-03-27,4,0.0,0.0,0.0,2.0,,78,27,3,2020
158.0,2020-03-28,4,0.0,0.0,0.0,2.0,,79,28,3,2020
159.0,2020-03-29,4,0.0,0.0,0.0,2.0,,80,29,3,2020
160.0,2020-03-30,4,0.0,0.0,0.0,2.0,,81,30,3,2020
161.0,2020-03-31,4,0.0,0.0,0.0,2.0,,82,31,3,2020
162.0,2020-04-01,4,2.0,2.0,5.0,7.0,,83,1,4,2020
163.0,2020-04-02,4,0.0,2.0,1.0,8.0,,84,2,4,2020
164.0,2020-04-03,4,0.0,2.0,0.0,8.0,,85,3,4,2020
165.0,2020-04-04,4,0.0,2.0,2.0,10.0,,86,4,4,2020
166.0,2020-04-05,4,0.0,2.0,0.0,10.0,,87,5,4,2020
167.0,2020-04-06,4,0.0,2.0,4.0,14.0,,88,6,4,2020
168.0,2020-04-07,4,0.0,2.0,0.0,14.0,,89,7,4,2020
169.0,2020-03-27,5,0.0,0.0,2.0,2.0,,78,27,3,2020
170.0,2020-03-28,5,0.0,0.0,0.0,2.0,,79,28,3,2020
171.0,2020-03-29,5,0.0,0.0,0.0,2.0,,80,29,3,2020
172.0,2020-03-30,5,0.0,0.0,0.0,2.0,,81,30,3,2020
173.0,2020-03-31,5,0.0,0.0,0.0,2.0,,82,31,3,2020
174.0,2020-04-01,5,0.0,0.0,0.0,2.0,,83,1,4,2020
175.0,2020-04-02,5,0.0,0.0,0.0,2.0,,84,2,4,2020
176.0,2020-04-03,5,0.0,0.0,0.0,2.0,,85,3,4,2020
177.0,2020-04-04,5,0.0,0.0,1.0,3.0,,86,4,4,2020
178.0,2020-04-05,5,0.0,0.0,0.0,3.0,,87,5,4,2020
179.0,2020-04-06,5,0.0,0.0,0.0,3.0,,88,6,4,2020
180.0,2020-04-07,5,0.0,0.0,0.0,3.0,,89,7,4,2020
181.0,2020-03-14,6,0.0,0.0,1.0,1.0,,65,14,3,2020
182.0,2020-03-15,6,0.0,0.0,0.0,1.0,,66,15,3,2020
183.0,2020-03-16,6,0.0,0.0,0.0,1.0,,67,16,3,2020
184.0,2020-03-17,6,0.0,0.0,0.0,1.0,,68,17,3,2020
185.0,2020-03-18,6,0.0,0.0,0.0,1.0,,69,18,3,2020
186.0,2020-03-19,6,0.0,0.0,0.0,1.0,,70,19,3,2020
187.0,2020-03-20,6,0.0,0.0,0.0,1.0,,71,20,3,2020
188.0,2020-03-21,6,0.0,0.0,0.0,1.0,,72,21,3,2020
189.0,2020-03-22,6,0.0,0.0,0.0,1.0,,73,22,3,2020
190.0,2020-03-23,6,0.0,0.0,0.0,1.0,,74,23,3,2020
191.0,2020-03-24,6,0.0,0.0,0.0,1.0,,75,24,3,2020
192.0,2020-03-25,6,0.0,0.0,2.0,3.0,,76,25,3,2020
193.0,2020-03-26,6,0.0,0.0,0.0,3.0,,77,26,3,2020
194.0,2020-03-27,6,0.0,0.0,0.0,3.0,,78,27,3,2020
195.0,2020-03-28,6,0.0,0.0,4.0,7.0,,79,28,3,2020
196.0,2020-03-29,6,0.0,0.0,0.0,7.0,,80,29,3,2020
197.0,2020-03-30,6,0.0,0.0,0.0,7.0,,81,30,3,2020
198.0,2020-03-31,6,0.0,0.0,0.0,7.0,,82,31,3,2020
199.0,2020-04-01,6,0.0,0.0,0.0,7.0,,83,1,4,2020
200.0,2020-04-02,6,0.0,0.0,0.0,7.0,,84,2,4,2020
201.0,2020-04-03,6,0.0,0.0,0.0,7.0,,85,3,4,2020
202.0,2020-04-04,6,0.0,0.0,0.0,7.0,,86,4,4,2020
203.0,2020-04-05,6,0.0,0.0,0.0,7.0,,87,5,4,2020
204.0,2020-04-06,6,0.0,0.0,0.0,7.0,,88,6,4,2020
205.0,2020-04-07,6,0.0,0.0,0.0,7.0,,89,7,4,2020
206.0,2020-03-04,7,0.0,0.0,1.0,1.0,,55,4,3,2020
207.0,2020-03-05,7,0.0,0.0,0.0,1.0,,56,5,3,2020
208.0,2020-03-06,7,0.0,0.0,0.0,1.0,,57,6,3,2020
209.0,2020-03-07,7,0.0,0.0,1.0,2.0,,58,7,3,2020
210.0,2020-03-08,7,1.0,1.0,7.0,9.0,,59,8,3,2020
211.0,2020-03-09,7,0.0,1.0,3.0,12.0,,60,9,3,2020
212.0,2020-03-10,7,0.0,1.0,0.0,12.0,,61,10,3,2020
213.0,2020-03-11,7,0.0,1.0,5.0,17.0,,62,11,3,2020
214.0,2020-03-12,7,0.0,1.0,2.0,19.0,,63,12,3,2020
215.0,2020-03-13,7,0.0,1.0,12.0,31.0,,64,13,3,2020
216.0,2020-03-14,7,1.0,2.0,3.0,34.0,,65,14,3,2020
217.0,2020-03-15,7,0.0,2.0,11.0,45.0,,66,15,3,2020
218.0,2020-03-16,7,0.0,2.0,11.0,56.0,,67,16,3,2020
219.0,2020-03-17,7,0.0,2.0,9.0,65.0,,68,17,3,2020
220.0,2020-03-18,7,0.0,2.0,14.0,79.0,,69,18,3,2020
221.0,2020-03-19,7,0.0,2.0,18.0,97.0,,70,19,3,2020
222.0,2020-03-20,7,0.0,2.0,0.0,97.0,,71,20,3,2020
